
id,question,answer1,answer2,answer3,answer4,answer5,answer6,coanswer,serie,difficulty,created_at
267,En combien de temps Goku a t-il parcouru le chemin du Serpent ?,1 mois,3 mois,6 mois,1 an,1 semaine,4 semaines,3,Dragon Ball,hard,2025-10-30 16:46:43.115066+00
268,Qui est responsable de la mort de Nappa ?,Vegeta,Goku,Krillin,Piccolo,Gohan,Yamcha,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
269,"Pour quelle raison Gohan, Krillin et Bulma se rendent sur Namek ?",Pour ressusciter leur amis,Pour découvrir une nouvelle planète,Pour faire avancer la technologie,Pour vaincre Freezer,Pour tester le vaisseau de Bulma,Pour rencontrer le roi des Nameks,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
270,A quel endroit le tout puissant a t-il passé son enfance sur terre ?,Yunzabit,Kokonut,Zardra,Minoto,Pila,Cesiova,1,Dragon Ball,extreme,2025-10-30 16:46:43.115066+00
271,En combien de temps Goku arrive t-il sur Namek en vaisseau ?,6 jours,3 jours,1 mois,20 jours,10 jours,2 mois,1,Dragon Ball,veryhard,2025-10-30 16:46:43.115066+00
272,Pour quelle raison Frieza veut-il réunir les 7 dragon ball ?,Pour obtenir la vie éternelle,Pour réssuciter son père,Pour devenir plus grand,Pour pouvoir respirer dans l'espace,Pour être multilingue,Pour faire disparaître tous les Saiyans,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
273,Combien de personnes comporte le commando Ginyu ?,5,3,7,4,6,8,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
274,"Parmi ces personnages, qui ne fait partie du commando Ginyu ?",Jeese,Barta,Recome,Guildo,Ginyu,Kiwi,6,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
275,Avec qui Ginyu échange t-il de corps sur Namek ?,Vegeta,Goku,Gohan,Krillin,Freezer,Nail,2,Dragon Ball,veryeasy,2025-10-30 16:46:43.115066+00
276,De quelle couleur est la peau de Jeese ?,Bleue,Rouge,Verte,Jaune,Violette,Blanche,2,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
277,Avec quel personne Piccolo fusionne t-il sur Namek ?,Dende,Nail,Yasu,Chapa,Jeese,Goku,2,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
278,Quelle est l'utilité des Senzus ?,S'endormir très rapidement,Guérir instantanément,Se téléporter à souhait,Devenir plus costaud,Pouvoir voler temporairement,Devenir polyglotte,2,Dragon Ball,veryeasy,2025-10-30 16:46:43.115066+00
279,"Parmi ces personnages, lequel peut arrêter le temps ?",Guildo,Kiwi,Dodoria,Zabon,Mineta,Tapion,1,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
280,"Sur Namek, quel était la force de combat de Freezer non transformé ?",530 000,190 000,250 000,910 000,700 000,660 666,1,Dragon Ball,veryhard,2025-10-30 16:46:43.115066+00
281,"Sur Namek, avec quel animal Ginyu effectue t-il le Body Change ?",Une tortue,Une grenouille,Un loup,Un poisson,Un ecureuil,Un ours,2,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
282,Sur quelle planète Goku à t-il appris la téléportation ?,Yardrat,Batapi,Namek,Vegeta,Kaishin,Makyo,1,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
283,"Selon Trunks, comment Goku est-il censé mourir après l'arrivée des cyborgs ?",D'une maladie incurable,Tué par les Cyborgs,De vieillesse,Tué par Vegeta,D'une explosion de Ki,Absorbé par Cell,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
284,"Selon Trunks, à quelle date les Cyborgs sont-ils censés arrivés sur Terre ?",12 Mai,20 Mars,1 Février,11 Juillet,3 Septembre,7 Octobre,1,Dragon Ball,extreme,2025-10-30 16:46:43.115066+00
285,Quel cyborg n'apparaît pas dans la série ?,C-8,C-19,C-17,C-21,C-16,C-20,4,Dragon Ball,veryhard,2025-10-30 16:46:43.115066+00
286,A quel moment Cell est-il arrivé sur Terre ?,Au moment de l'arrivée des 2 Saiyans sur Terre,Après la défaite de Mecha Freezer,Au moment de l'arrivée de Raditz,Après la victoire Goku au Tenkaichi Budokai,A la naissance de Gohan,En même temps que l'arrivée de C-19 et C-20,2,Dragon Ball,veryhard,2025-10-30 16:46:43.115066+00
287,A combien de temps équivaut une journée terrestre dans la salle de l'esprit et du temps ?,1 an,100 jours,6 mois,24 heures,1 heure,3 ans,1,Dragon Ball,medium,2025-10-30 16:46:43.115066+00
288,"Au cours d'une vie, combien de temps une personne peut-elle rester au maximum dans la salle de l'esprit et du temps ?",2 jours,24 heures,1 semaine,1 an,6 mois,3 mois,1,Dragon Ball,veryhard,2025-10-30 16:46:43.115066+00
289,A quel lycée Gohan a t-il étudié ?,Orange Star High School,Satan City High School,Golden Moon High School,Citrus Valley High School,Capsule Corp High School,Black Blossom High School,1,Dragon Ball,hard,2025-10-30 16:46:43.115066+00
290,Quel groupe de personnage accompagne Gohan sur namek ?,Bulma et Krillin,Krillin et Goku,Goku et Bulma,Krillin et Tortue Génial,Bulma et Tortue Génial,Goku et Piccolo,1,Dragon Ball,easy,2025-10-30 16:46:43.115066+00
291,Comment meurt Kurono Kei ?,Percuté par un métro,Chute d'un immeuble,Mordu par un loup,Écrasé par un ours,Flingué par des mafieux,Noyé dans la piscine,1,Gantz,medium,2025-10-30 16:46:43.115066+00
292,Qui est le premier extraterrestre que les protagonistes doivent éliminer ?,Martien Poireau,Statue Bouddha,Tanaka Alien,T-REX,Big Mama,Birdman,1,Gantz,hard,2025-10-30 16:46:43.115066+00
293,Dans quel lieu les protagonistes effectuent leur 3eme mission ?,Dans un temple bouddhiste,Sur la planète mars,Dans le colisée de rome,Dans une supérette,Dans un lycée,Dans une forêt,1,Gantz,veryhard,2025-10-30 16:46:43.115066+00
294,A quel endroit Izumi a commis sa fusillade et tué d'innombrables personnes ?,Shinjuku,Akihabara,Asakusa,Shibuya,Harajuku,Ikebukuro,1,Gantz,extreme,2025-10-30 16:46:43.115066+00
295,Pour quelle raison Kurono a t-il commencé a sortir avec Tae Kojima ?,A cause d'un gage,Par curiosité,Pour s'entraîner à parler aux filles,Pour faire plaisir à son frère,Par intérêt commun,Pour la réconforter,1,Gantz,extreme,2025-10-30 16:46:43.115066+00
296,Qui est gantz ?,Une boule noire,Un acteur connu,Une planète naine,Une arme nucléaire,Un démon humanoïde,Un vaiseau spatial,1,Gantz,medium,2025-10-30 16:46:43.115066+00
297,Que se passe t-il si les participants du jeu de Gantz s'éloignent de la zone autorisé ?,Leur tête explose,Ils sont téléportés à un endroit au hasard sur terre,Ils meurts asphyxiés,Ils subissent des hallucinations,Ils perdent l'usage de leur 4 membres,Ils perdent la mémoire,1,Gantz,medium,2025-10-30 16:46:43.115066+00
298,"Parmi ces propositions, laquelle représente une option disponible lorsqu'un joueur atteint 100 points ?",Réssuciter une personne,Tuer une personne de son choix,Devenir riche,Connaître l'amour instantanément,Voyager dans le temps,Devenir connu,1,Gantz,veryhard,2025-10-30 16:46:43.115066+00
299,Dans quel pays a lieu la derniere mission de Gantz ?,En Italie,En Chine,Au Canada,Aux Etats-Unis,En France,Au Brésil,1,Gantz,extreme,2025-10-30 16:46:43.115066+00
300,De quelle division Aizen était-il le capitaine ?,5e division,1ere division,11e division,13e division,2e division,6e division,1,Bleach,medium,2025-10-30 16:46:43.115066+00
301,De qui Aizen était-il le vice capitaine ?,Hirako Shinji,Kensei Muguruma,Ichimaru Gin,Kyouraku Shunsui,Kuchiki Byakurei,Shihohin Yoruichi,1,Bleach,hard,2025-10-30 16:46:43.115066+00
302,Qui est l'Espada de rang 1 ?,Barragan,Stark,Hallibel,Nnoitra,Grimmjow,Yammy,2,Bleach,easy,2025-10-30 16:46:43.115066+00
303,Qui est lieutenant de Hitsugaya Toshiro ?,Rangiku Matsumoto,Isagi Shukei,Izuru Kira,Iba Tetsuzaemon,Abarai Renji,Madarame Ikkaku,1,Bleach,medium,2025-10-30 16:46:43.115066+00
304,Quelle est la particularité de Kaname Tosen ?,Il est manchot,Il est aveugle,Il est travesti,Il est très petit,Il ne mange que du sucre,Il dort 23h par jour,2,Bleach,medium,2025-10-30 16:46:43.115066+00
305,Qui a vaincu Stark ?,Kyoraku,Aizen,Ichigo,Zaraki,Hitsugaya,Love,1,Bleach,easy,2025-10-30 16:46:43.115066+00
306,Quelle type d'arme utilise Stark ?,Des dagues,Des pistolets,Des roquettes,Des couteaux,Des chaînes,Des boomerangs,2,Bleach,medium,2025-10-30 16:46:43.115066+00
307,"Après la défaite d'Yhwach, que devient Chad ?",Un boxer professionnel,Un médecin très reconnu,Un grand chercheur,Un humaniste,Un grand écrivain,Un acteur connu,1,Bleach,hard,2025-10-30 16:46:43.115066+00
308,Où finissent les âmes des défunts qui ne sont pas acceptées par la Soul Society ?,Au Rukongai,A Karakura,Au Hueco Mundo,Au palais des esprits,Au jardin d'Eden,Au Seireitei,1,Bleach,veryhard,2025-10-30 16:46:43.115066+00
309,"Après la défaite d'Aizen, qui devient le capitaine de la 9e division ?",Muguruma Kensei,Hirako Shinji,Yadomaru Lisa,Mashiro Kuna,Aikawa Love,Rojuro Otoribashi,1,Bleach,hard,2025-10-30 16:46:43.115066+00
310,De quelle couleur sont les yeux de Ichimaru Gin ?,Rouge,Bleu,Jaune,Blanc,Vert,Rose,2,Bleach,medium,2025-10-30 16:46:43.115066+00
311,Pour quelle raison Gin à t-il décidé de suivre Aizen ?,Pour venger son amie d'enfance,Pour devenir plus fort,Pour se sentir rassuré,Pour devenir un Espada,Par amitié avec Aizen,Pour devenir le bras droit d'Aizen,1,Bleach,medium,2025-10-30 16:46:43.115066+00
312,Comment est appelé l'énergie spirituelle ?,Reiatsu,Shitsu,Gosu,Bakutsu,Bukutsu,Kitsu,1,Bleach,easy,2025-10-30 16:46:43.115066+00
313,Qui a vaincu Nnoitra ?,Kenpachi Zaraki,Kuchiki Byakuya,Kurosaki Ichigo,Grimmjow Jaggerjack,Uryu Ishida,Sado Yasutora,1,Bleach,hard,2025-10-30 16:46:43.115066+00
314,Comment s'appelle la ville flottante où réside les plus riches ?,Zalem,Kuzutetsu,Toyo,Monity,Graal,Saint Utopia,1,Gunnm,veryhard,2025-10-30 16:46:43.115066+00
315,Quel est le vrai nom de Gally/Alita ?,Yoko,Lucy,Ichika,Aira,Ibuki,Emma,1,Gunnm,veryhard,2025-10-30 16:46:43.115066+00
316,De quelle planète provient Gally ?,Mars,Jupiter,Saturne,Neptune,Pluton,Uranus,1,Gunnm,hard,2025-10-30 16:46:43.115066+00
317,Quel est le manga préféré de Mashiro ?,Ashita no Joe,Death Note,One Piece,Saint Seiya,Hajime no Ippo,Hokuto no Ken,1,Bakuman,hard,2025-10-30 16:46:43.115066+00
318,Comment s'appelle le duo formé par les deux protagonistes ?,Ashirogi Muto,Masaki Tsubo,Takarashi Yugi,Future M,Star Platinum,Mugen Ato,1,Bakuman,veryhard,2025-10-30 16:46:43.115066+00
319,Qui est le frère biologique de Kenshiro ?,Toki,Raoh,Kaioh,Ray,Souther,Hyoh,6,Hokuto no Ken,hard,2025-10-30 16:46:43.115066+00
320,Quel est l'art martial pratiqué par Kenshiro ?,Nanto Seiken,Hokuto Shinken,Hokuto Ryuken,Hokuto Soke,Hokuto Sanka Ken,Nanto Genmaken,2,Hokuto no Ken,medium,2025-10-30 16:46:43.115066+00
321,Comment se nomme le cheval de Raioh ?,Kokuoh,Kagemaru,Kurotsuki,Kurohoshi,Kurokiba,Kokuryu,1,Hokuto no Ken,veryhard,2025-10-30 16:46:43.115066+00
322,Quelle apparition symbolise la mort imminente lorsqu'elle est observée ?,Comète de sang,Aurore macabre,Flamme spectrale,Lune noire,Étoile annonciatrice,Halo du crépuscule,5,Hokuto no Ken,medium,2025-10-30 16:46:43.115066+00
323,En quoi consiste l'art martial du Hokuto Shinken ?,Maîtrise des techniques d'escrime au sabre,Contrôle mental des ennemis grâce à la méditation,Contrôle total des points vitaux,La défense et l'esquive,Technique de projection et de lutte au sol,Style de combat utilisant des prises de soumission,3,Hokuto no Ken,easy,2025-10-30 16:46:43.115066+00
324,Quel surnom s'est donné Raoh au cours de sa quête d'empereur ?,Rei-Oh,Ken-Oh,Goku-Oh,Ten-Oh,Shin-Oh,Ryu-Oh,2,Hokuto no Ken,medium,2025-10-30 16:46:43.115066+00
325,Quelle autre école d'arts martiaux est la rivale directe du Hokuto ?,Seito Gekken,Gento Ryu,Raito Ken,Kaito Shinken,Taito Ryu,Nanto Seiken,6,Hokuto no Ken,veryhard,2025-10-30 16:46:43.115066+00
326,Quel est le secret du corps de Souther ?,Il peut régénérer ses membres instantanément,Ses organes sont inversés,Son corps est fait d'argile,Ses os sont creux et très légers,Il est immunisé contre le poison,Il a 7 membres,2,Hokuto no Ken,hard,2025-10-30 16:46:43.115066+00
327,Pour quelle raison Kenshiro se rend t-il dans le pays des Asuras ?,Pour retrouver son frère disparu,Pour sauver Lynn,Pour récupérer la relique du Hokuto,Pour retrouver son village natal,Pour sauver son maître,Pour apprendre l'histoire du Hokuto,2,Hokuto no Ken,hard,2025-10-30 16:46:43.115066+00
328,Combien de frères biologiques Raioh a t-il ?,1,2,3,4,5,6,2,Hokuto no Ken,hard,2025-10-30 16:46:43.115066+00
329,A quelle étoile du Nanto est associé Rey ?,Étoile du courage,Étoile de la vengeance,Étoile de la sagesse,Étoile du destin,Étoile de la tempête,Étoile de la justice,6,Hokuto no Ken,hard,2025-10-30 16:46:43.115066+00
330,De qui Kenshiro est-il amoureux ?,Yuria,Lynn,Mamiya,Sayaka,Pandore,Liam,1,Hokuto no Ken,easy,2025-10-30 16:46:43.115066+00
331,"Parmi ces propositions, laquelle est vraie à propos de Katagiri Yuichi ?",Il est très pauvre,Il excelle en langues étrangères,Il est marié,Il mange beaucoup sans grossir,Il n'aime pas les filles,Il est déjà allé en prison,1,Tomodachi Game,medium,2025-10-30 16:46:43.115066+00
332,Quel est le 2e Jeu du Tomodachi Game auquel Yuichi et ses amis participent ?,Le plateau des médisances,Cache cache amical,Kokuri-san,Ja Jan Ken,All Bet Game,Jeu sans amis,1,Tomodachi Game,medium,2025-10-30 16:46:43.115066+00
333,Quel est le montant total de la dette contracté par les protagonistes au début du jeu ?,20 000 000 de yens,10 000 000 de yens,100 000 000 de yens,50 000 000 de yens,2 000 000 de yens,500 000 000 de yens,1,Tomodachi Game,hard,2025-10-30 16:46:43.115066+00
334,Comment s'appelle l'animateur du jeu ?,Kokoro,Manabu,Sui,Tet,Monokuma,Tomodachi,2,Tomodachi Game,medium,2025-10-30 16:46:43.115066+00
335,A quel sport Riku s'engage t-il ?,La Boxe,La Natation,Le Baseball,Le Vélo,Le Basket,Le Tennis,1,Riku-do,medium,2025-10-30 16:46:43.115066+00
336,Quelle ceinture Riku vise t-il à obtenir ?,Ceinture OPBF,Ceinture WBO,Ceinture WBA,Ceinture WBOC,Ceinture IBFO,Ceinture PFO,1,Riku-do,veryhard,2025-10-30 16:46:43.115066+00
337,Combien de Chevaliers de Bronze d'Athena existe t-il ?,88,108,68,18,128,8,1,Saint Seiya,hard,2025-10-30 16:46:43.115066+00
338,Quel armure est portée par Seiya ?,Armure de pégase,Armure du cygne,Armure du dragon,Armure du singe,Armure du guerrier,Armure du bélier,1,Saint Seiya,veryeasy,2025-10-30 16:46:43.115066+00
339,"Au cours de l'histoire, quel est le véritable objectif de Seiya ?",Retrouver sa soeur,Devenir chevalier d'Or,Devenir le grand Pope,Sauver l'humanité,Se marier avec Athena,Devenir plus fort que son maître,1,Saint Seiya,easy,2025-10-30 16:46:43.115066+00
340,Par quelle constellation est protégé Shiryu ?,Le Dragon,Le Cygne,La Vierge,La Balance,Le Phoenix,Le Lion,1,Saint Seiya,easy,2025-10-30 16:46:43.115066+00
341,Par quelle constellation est protégé Shun ?,Andromède,Phénix,Cassiopée,Asteryon,Taureau,Licorne,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
342,Par quelle constellation est protégé Ikki ?,Le Phénix,Le Lion,Le Caméleon,La Vierge,Le Centaure,Les Gémeaux,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
343,Par quelle constellation est protégé Hyoga ?,Le Cygne,Le Dragon,L'Hydre,Le Dauphin,La Colombe,L'Aigle,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
344,Qui est le frère biologique de Shun ?,Ikki,Shiryu,Hyoga,Dohko,Saga,null,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
345,Qui est le Chevalier d'Or de la Vierge ?,Shaka,Deathmask,Mû,Aiolia,Milo,Camus,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
346,Qui est le premier Chevalier d'Or apparu dans le manga ?,Aiolia,Saga,Shaka,Mû,Dohko,Shion,1,Saint Seiya,extreme,2025-10-30 16:46:43.115066+00
347,Quelle est la véritable identité du Grand Pope au cours de l'arc du Sanctuaire ?,Saga,Kanon,Shion,Athena,Hadès,Shura,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
348,Quelle est la particularité de Saga ?,Il a une double personnalité,Il est immortel,Il est le plus jeune Chevalier d'Or,Il est le frère jumeau du grand Pope,C'est un Dieu déguisé en Chevalier,Il maîtrise les techniques de tous les autres chevaliers d'Or,1,Saint Seiya,hard,2025-10-30 16:46:43.115066+00
349,Quel est le principal critère que Hadès utilise pour choisir sa réincarnation ?,Avoir le coeur le plus pur,Être né lors d'une éclipse lunaire,Avoir le cosmos le plus puissant,Être de la famille d'Athéna,Avoir pris part à une guerre sainte,Être né sous le signe du Scorpion,1,Saint Seiya,hard,2025-10-30 16:46:43.115066+00
350,Qui est l'auteur de l'attaque Diamond Dust ?,Hyoga,Milo,Ikki,Mû,Shion,Poseidon,1,Saint Seiya,easy,2025-10-30 16:46:43.115066+00
351,Qui est l'auteur de l'attaque Ho Yoku Tensho ?,Ikki,Shun,Shiryu,Saga,Shaka,Hyoga,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
352,À quelle chevalier d'Or Seiya est-il destiné à succéder ?,Le Sagittaire,Le Lion,Le Verseau,Les Gémeaux,Le Capricorne,La Balance,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
353,À quelle chevalier d'Or Ikki est-il destiné à succéder ?,Le Sagittaire,Le Lion,Le Verseau,Les Gémeaux,Le Capricorne,La Balance,2,Saint Seiya,hard,2025-10-30 16:46:43.115066+00
354,Comment Poiseidon a t-il été vaincu ?,Il a été scellé,Il a été tué par Saga,Il est tombé amoureux d'Athena,Il a été téléporté dans l'espace,Il est mort naturellement,Il se jette dans la lave,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
355,À combien s'élève l'effectif des Spectres d'Hadès ?,99,108,12,7,55,69,2,Saint Seiya,hard,2025-10-30 16:46:43.115066+00
356,"A la toute fin de la trame principale, qu'arrive t-il aux protagonistes ?",Ils perdent la mémoire,Ils meurent tous au combat,Ils deviennent Chevaliers Divins,Ils deviennent Dieux de l'Olympe,Ils sont envoyés dans le futur,Ils quittent la Terre pour une autre planète,1,Saint Seiya,veryhard,2025-10-30 16:46:43.115066+00
357,Quelle est l'attaque signature du Chevalier d'Or des Gémeaux ?,Excalibur,Galaxian Explosion,Rozan Sho ryu Ha,Aurora Borealis,Bloody Rose,Crimson Stinger,2,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
358,Dans quel corps Hadès choisit-il de se réincarner ?,Shun,Seiya,Shiryu,Ikki,Seika,Hyoga,1,Saint Seiya,medium,2025-10-30 16:46:43.115066+00
359,De quel pays est originaire Thorfinn ?,Islande,Danemark,Irlande,Angleterre,Suède,Norvège,1,Vinland Saga,easy,2025-10-31 18:41:51.889069+00
360,Quel est le lien de parenté entre Thorfinn et Ylva ?,Frères et soeurs,Neveu et tante,Mère et fils,Cousins,Meilleurs amis,Grand mère et petit fils,1,Vinland Saga,veryeasy,2025-10-31 18:48:49.503566+00
361,Pour quelle raison le roi Sven à t-il envoyé son fils Canute sur le champ de bataille ?,Pour qu'il meurt en pleine bataille,Pour l'endurcir,Pour faire soumettre l'Angleterre,Pour faire soumettre le Danemark,Pour qu'il porte un message à son frère Harald,Pour assassiner le roi d'Angleterre,1,Vinland Saga,medium,2025-10-31 18:51:21.776861+00
362,Pour quelle raison Thors a t-il déserté l'armée danoise ?,Pour vivre paisiblement avec sa famille,Pour découvrir le Vinland,Parce qu'il fut trahi par ses camarades,Par chantage de la part de Floki,Pour devenir roi d'Islande,Parce qu'il désapprouve les decisions de ses supérieurs,1,Vinland Saga,veryeasy,2025-10-31 18:57:33.378148+00
363,De quel pays est originaire Askeladd ?,Pays de Galles,Danemark,Agnleterre,Islande,Norvège,Suède,1,Vinland Saga,medium,2025-10-31 18:59:08.252696+00
364,Qu'est-ce qui caractérise Thorkell ?,Il adore se battre,Il aime les femmes plus que tout,Il déteste les Vikings,Il ne mange que du saumon,Il est le plus petit de sa faction,Il a un excellent odorat,1,Vinland Saga,veryeasy,2025-10-31 19:01:38.502497+00
365,Qui est responsable de la mort du roi Sven ?,Askeladd,Thorfinn,Thorkell,Floki,Canute,Helga,1,Vinland Saga,easy,2025-10-31 19:02:16.580703+00
366,Pour quelle raison Thorfinn veut-il tuer Askeladd ?,Pour venger son père,Pour prendre sa place de chef d'escadron,Pour devenir un vrai guerrier,Pour devenir plus fort,Pour remplir sa mission confié par le roi,Pour le fun,1,Vinland Saga,veryeasy,2025-10-31 19:04:13.785479+00
367,Pour quelle raison Thorkell s'est-il allié aux forces Anglaises ?,"Parce qu’il trouvait les Danois trop faibles ","Pour rendre jaloux son frère ",Pour impressioner Thors,Parce qu’il avait été trahi par ses supérieurs Danois,Par égard envers sa nouvelle famille Anglaise,Parce que les richesses Anglaises l'intéresse,1,Vinland Saga,medium,2025-10-31 19:06:59.875917+00
368,"Au cours de sa fuite face à Thorkell , Askeladd tombe sur un village en pleine nuit et décide de décimer tous les habitants , combien étaient-ils ?",Une soixantaine,Une diziane,Une vingtaine,Une centaine,Une cinquantaine,Une trentaine,1,Vinland Saga,extreme,2025-10-31 19:09:27.353141+00
369,De quel faction Thors était-il le chef ?,Des Jomsvikings,Des Skjaldborg,Des Vallhunds,Des Varangians,Des Rygjar,Des Svear,1,Vinland Saga,easy,2025-10-31 19:12:00.375992+00
370,Quelle est la carte maîtresse de Yugi Muto ?,Le Magicien des ténèbres,Le Dragon blanc aux yeux bleus,Obélisk le tourmenteur,Exodia le maudit,Le Dragon noir aux yeux rouges,Le Dragon ailé de Râ,1,YuGiOh,easy,2025-10-31 19:14:17.832984+00
371,Quelle est la carte maîtresse de Seto Kaiba ?,Le Dragon Blanc aux yeux bleus,Slifer le dragon du ciel,Vorse Raider,Le Magicien du Chaos,Le Magicien du temps,Le Seigneur des ténèbres,1,YuGiOh,veryeasy,2025-10-31 19:16:45.848554+00
372,De quel pays est originaire Marik Ishtar ?,Egypte,Japon,Indonésie,Arabie Saoudite,Soudan,Maroc,1,YuGiOh,medium,2025-10-31 19:18:57.356086+00
373,Combien d’objets du Millénium existent-ils ?,7,5,10,9,3,12,1,YuGiOh,medium,2025-10-31 19:20:29.449787+00
374,Quel est le vrai nom du Pharaon ?,Atem,Seto,Marik,Gladius,Akunadin,Karim,1,YuGiOh,medium,2025-10-31 19:21:49.810825+00
375,"Au cours du manga , combien de duels Yugi/Yami Yugi a t-il perdu ?",4,2,1,3,6,5,1,YuGiOh,veryhard,2025-10-31 19:25:50.630877+00
376,Qui à été le tout premier adversaire de Yugi ?,Ushio,Kaiba,Joey,Marik,Bakura,Tristan,1,YuGiOh,hard,2025-10-31 19:27:00.898446+00
377,Quel est le nom Japonais de Joey Wheeler ?,Jonouchi Katsuya,Honda Hiroto,Katsuragi Ryo,Yamashiro Kaito,Fujimura Sora,Kurogane Jiro,1,YuGiOh,hard,2025-10-31 19:28:20.0789+00
378,De quelle couleur sont les cheveux d'Emma ?,Orange,Rouge,Violet,Rose,Noir,Blanc,1,The Promised Neverland,veryeasy,2025-10-31 19:29:53.764802+00
379,Dans quel orphelinat Emma et ses amis vivent-ils au début de la série ?,Grace Field House,Sunny Valley,Silverwind House,Rosewood Orphanage,Havenbrook,Maple Grove Fate,1,The Promised Neverland,easy,2025-10-31 19:32:17.210878+00
380,Quel est la particularité des Sangs-Maudits ?,Garder leur apparences humaines,Lire dans les pensées des humains,Etre immortel,Ne pas pouvoir enfanter d'humains ni de démons,Ne pas pouvoir vivre sous le soleil,Contrôler mentalement leur congénères,1,The Promised Neverland,hard,2025-10-31 19:34:34.510988+00
381,"Athlétiquement parlant , qui est le plus fort parmi ces personnages ?",Emma,Ray,Norman,Phil,Gilda,Don,1,The Promised Neverland,veryeasy,2025-10-31 19:36:02.427777+00
382,Comment est surnommé Ketil ?,Ketil aux poings de fer,Ketil le Fermier Doré,Ketil la Hache Silencieuse,Ketil le Pacifique,Ketil à la tête rouge,Ketil le Tueur du Nord,1,Vinland Saga,hard,2025-11-01 03:27:49.904136+00
383,Sous quel pseudo le protagoniste publie t-il ses vidéos sur Youtube ?,Paperboy,"VlogSensei ",WebGhost,StreamKid,PixelMan,NetRider,1,Prophecy,extreme,2025-11-01 03:36:14.115948+00
384,Comment sont appelés les zombies par les habitants de Tokyo ?,Les ZQN,Les XZ,Les Zombito,Les Z-Like,Les Autres,Les Freeman,1,I am a Hero,extreme,2025-11-01 03:39:29.718271+00
385,Quel était le métier de Hideo Suzuki avant l'épidémie de Zombie ?,Mangaka,Chauffeur de Taxi,Journaliste,Infirmier,Professeur au lycée,Vendeur de téléphone,1,I am a Hero,veryhard,2025-11-01 03:42:35.819856+00
386,"Au cours du Royaume des Duellistes , combien d'étoiles faut-il rassembler pour pouvoir entrer au chateau de Pegasus ?",10,5,3,20,100,21,1,YuGiOh,hard,2025-11-01 03:44:14.00461+00
387,A l'aide de quelle carte Yugi parvient-il a vaincre Pegasus ?,Le Magicien sombre du Chaos,Gaia le chevalier des ténèbres,La Malédiction du dragon,La Magicienne des ténèbres,Mahad Oracle palladium,Le Gardien celtique,1,YuGiOh,veryhard,2025-11-01 03:46:34.643743+00
388,Qui parmi ces personnages utilise un Deck Insecte ?,Insector Haga,Rex Raptor,Tea Gardner,Joey Wheeler,Bakura Ryo,Mai Valentine,1,YuGiOh,easy,2025-11-01 03:48:08.984656+00
389,De quoi est essentiellement composé le deck de Mai Valentine ?,De Harpies,De Dragons,D'Elfes,De Sirènes,De Baleines,De Lutins,1,YuGiOh,medium,2025-11-01 03:50:15.747147+00
390,Quels personnages s’affrontent lors de la finale du tournoi Battle City ?,Yugi et Marik,Yugi et Kaiba,Yugi et Joey,Marik et Kaiba,Marik et Bakura,Yugi et Bakura,1,YuGiOh,medium,2025-11-01 04:12:27.697188+00
391,Quel personnage Yugi affronte t-il en premier au cours du tournoi Battle City ?,Jack Hunter,Arkana,Marik Ishtar,Seto Kaiba,Bakura Ryo,Joey Wheeler,1,YuGiOh,veryhard,2025-11-01 04:14:36.465663+00
392,De quelle maladie souffre la soeur de Joey ?,Elle est aveugle,Elle est sourde,Elle est paraplégique,Elle est amnésique,Elle est asthmatique,Elle est diabétique,1,YuGiOh,hard,2025-11-01 04:17:23.889665+00
393,Qui est le propriétaire de l'anneau du milenium ?,Bakura Ryo,Marik Ishtar,Isis Ishtar,Shadi,Maximillion Pegasus,Seto Kaiba,1,YuGiOh,hard,2025-11-01 04:22:03.610319+00
394,Quel nom est donné à l'immense Quartier bidonville abritant les hors la loi et les sans abris?,Five Points,Red Alley,Black Hollow,East End,Dark District,Death Valley,1,Green Blood,extreme,2025-11-01 04:26:18.757278+00
395,Comment Mirai a t-il tenté de se suicider ?,En se jetant du haut d'un immeuble,En se jetant a la mer,En se jetant sous un train,En s’intoxiquant avec des médicaments,En se pendant,En se poignardant avec un lame,1,Platinum End,veryhard,2025-11-01 04:40:23.609414+00
